id,Name,Address,Lat,Long,Number of Ratings,Restaurant Rating,Type of Restaurant,Number of Bookmarks,Price Range,Phone Number,Website,Instagram,Facebook,Timetable,url,Total Work Hours,Days Open,Average Daily Hours,Total Social Media,Has Social Media,Popularity
362,El Fogon Verde,"Calle de la Alameda, 4, Madrid, Spain, 28014",40.412327,-3.694076,74.0,4.5,"['Mediterranean', 'Spanish']",102,2,+34-911997938,1,0,1,"{'Monday': '13:00 - 16:00', 'Tuesday': '13:00 - 16:00', 'Wednesday': '13:00 - 16:00', 'Thursday': '13:00 - 16:00', 'Friday': '13:00 - 16:00', 'Saturday': '13:00 - 16:00', 'Sunday': '13:00 - 16:00'}",https://www.happycow.net/reviews/el-fogon-verde-madrid-76468,21.0,7.0,3.0,2,1,0.40294391052348943
363,Tapioqueria,"Calle de la Fe, 1, Madrid, Spain, 28012",40.409111,-3.700838,1.0,3.0,"['Latin', 'Brazilian']",6,1,+34-622166941,1,1,1,"{'Monday': 'Closed', 'Tuesday': '14:00 - 23:00', 'Wednesday': '14:00 - 23:00', 'Thursday': '14:00 - 23:00', 'Friday': '14:00 - 23:00', 'Saturday': '13:00 - 23:00', 'Sunday': '13:00 - 23:00'}",https://www.happycow.net/reviews/tapioqueria-madrid-229896,56.0,6.0,8.0,3,1,0.25575097679758535
364,umami," C de la Alameda, No 1, Madrid, Spain, 28014",40.412455,-3.693843,20.0,4.5,[],32,0,+34-910722473,1,1,1,"{'Monday': 'Closed', 'Tuesday': '07:30 - 20:00', 'Wednesday': '07:30 - 20:00', 'Thursday': '07:30 - 20:00', 'Friday': '07:30 - 20:00', 'Saturday': '09:00 - 20:00', 'Sunday': '09:00 - 20:00'}",https://www.happycow.net/reviews/umami-madrid-280603,72.0,6.0,10.29,3,1,0.3053763679795567
365,El Miau De Fucar,"Calle del Fúcar, 15, Madrid, Spain, 28014",40.411126,-3.695565,4.0,4.0,['Spanish'],9,2,+34-677218285,0,0,0,"{'Monday': '09:00 - 09:30', 'Tuesday': 'Closed', 'Wednesday': 'Closed', 'Thursday': 'Closed', 'Friday': 'Closed', 'Saturday': 'Closed', 'Sunday': 'Closed'}",https://www.happycow.net/reviews/el-miau-de-fucar-madrid-296416,0.5,1.0,0.07,0,0,0.23242079143751276
366,Santa y Pura,"Calle de Santa Isabel, 27, Madrid, Spain, 28012",40.410209,-3.69726,190.0,5.0,"['Italian', 'Spanish']",431,2,+34-911667824,1,1,1,"{'Monday': '18:00 - 00:00', 'Tuesday': '12:00 - 00:00', 'Wednesday': '12:00 - 00:00', 'Thursday': '12:00 - 00:00', 'Friday': '11:00 - 00:00', 'Saturday': '11:00 - 00:00', 'Sunday': '11:00 - 00:00'}",https://www.happycow.net/reviews/santa-y-pura-madrid-219680,81.0,7.0,11.57,3,1,0.6409014314019592
367,Etual Café,"C. de la Alameda, 8, Madrid, Spain, 28014",40.412107,-3.694034,1.0,4.0,['Spanish'],1,0,No phone number,0,1,0,"{'Monday': '08:30 - 20:00', 'Tuesday': '08:30 - 20:00', 'Wednesday': '08:30 - 20:00', 'Thursday': '08:30 - 20:00', 'Friday': '08:30 - 20:00', 'Saturday': '09:00 - 20:00', 'Sunday': '09:00 - 20:00'}",https://www.happycow.net/reviews/etual-cafe-madrid-408824,79.5,7.0,11.36,1,1,0.19444549376886472
368,Pure Cuisine,"2, Paseo de la Florida, Madrid, Spain, 28008",40.421551,-3.719734,2.0,4.0,"['Chinese', 'Thai', 'Asian', 'Fusion']",5,1,+34-935416286,1,0,1,"{'Monday': '12:30 - 23:00', 'Tuesday': '12:30 - 23:00', 'Wednesday': '12:30 - 23:00', 'Thursday': '12:30 - 23:00', 'Friday': '12:30 - 23:00', 'Saturday': '12:30 - 23:00', 'Sunday': '12:30 - 23:00'}",https://www.happycow.net/reviews/pure-cuisine-madrid-236194,73.5,7.0,10.5,2,1,0.26300761068829515
369,Il Tavolo Verde,"Calle Villalar, 6, Madrid, Spain, 28001",40.421239,-3.689716,2.0,3.5,['Spanish'],11,2,+34-918051512,1,0,1,"{'Monday': '09:00 - 20:00', 'Tuesday': '09:00 - 20:00', 'Wednesday': '09:00 - 20:00', 'Thursday': '09:00 - 20:00', 'Friday': '09:00 - 20:00', 'Saturday': '10:00 - 20:00', 'Sunday': 'Closed'}",https://www.happycow.net/reviews/il-tavolo-verde-madrid-233559,65.0,6.0,9.29,2,1,0.27790752365609317
370,Juya Sushi,"Calle Zurita 41,Madrid,Spain",40.408894,-3.69989,1.0,3.0,['Japanese'],3,1,+34-647842703,0,0,1,"{'Monday': 'Closed', 'Tuesday': '13:30 - 17:00, 20:00 - 00:00', 'Wednesday': '13:30 - 17:00, 20:00 - 00:00', 'Thursday': '13:30 - 17:00, 20:00 - 00:00', 'Friday': '13:30 - 17:00, 20:00 - 00:00', 'Saturday': '13:30 - 17:00, 20:00 - 00:00', 'Sunday': '13:30 - 17:00, 20:00 - 00:00'}",https://www.happycow.net/reviews/juya-sushi-madrid-94458,45.0,6.0,6.43,1,1,0.18830102031368628
371,Aarde,"Pl. de la Independencia, 10, Madrid, Spain, 28001",40.419529,-3.689593,1.0,3.0,"['International', 'Fusion', 'African']",2,3,+34-910889330,1,1,1,"{'Monday': '12:30 - 00:00', 'Tuesday': '12:30 - 00:00', 'Wednesday': '12:30 - 00:00', 'Thursday': '12:30 - 01:00', 'Friday': '12:30 - 01:00', 'Saturday': '12:30 - 01:00', 'Sunday': '12:30 - 00:00'}",https://www.happycow.net/reviews/aarde-madrid-408704,83.5,7.0,11.93,3,1,0.3213732570412755
372,Cafelito,"20 Calle del Sombrerete, Madrid, Spain, 28012",40.408355,-3.702738,5.0,4.0,['Western'],1,0,+34-910843096,1,1,0,"{'Monday': '08:00 - 21:00', 'Tuesday': '08:00 - 21:00', 'Wednesday': '08:00 - 21:00', 'Thursday': '08:00 - 21:00', 'Friday': '08:00 - 21:00', 'Saturday': '09:00 - 21:00', 'Sunday': '09:00 - 21:00'}",https://www.happycow.net/reviews/cafelito-madrid-403842,89.0,7.0,12.71,2,1,0.231183082421347
373,El Obrador de la Paka,"Calle Amparo, 67, Madrid, Spain, 28012",40.40848,-3.70178,16.0,5.0,[],39,0,No phone number,1,1,0,"{'Monday': 'Closed', 'Tuesday': 'Closed', 'Wednesday': '10:00 - 15:00', 'Thursday': '10:00 - 15:00', 'Friday': '10:00 - 15:00', 'Saturday': '09:30 - 16:00', 'Sunday': 'Closed'}",https://www.happycow.net/reviews/el-obrador-de-la-paka-madrid-377024,21.5,4.0,3.07,2,1,0.29046645556728334
374,MUDRA Plant Based ,"13 Calle de Recoletos, Madrid, Spain, 28001",40.421787,-3.689733,122.0,4.5,"['International', 'Mediterranean', 'Fusion', 'Middle Eastern', 'Latin']",270,3,+34-600362581,1,1,0,"{'Monday': '12:30 - 00:00', 'Tuesday': '12:30 - 00:00', 'Wednesday': '12:30 - 00:00', 'Thursday': '12:30 - 00:30', 'Friday': '12:30 - 00:30', 'Saturday': '12:30 - 00:30', 'Sunday': '12:30 - 00:00'}",https://www.happycow.net/reviews/mudra-plant-based-madrid-278386,82.0,7.0,11.71,2,1,0.5209925374516231
375,Hakuna Matata Veggie,"Calle Galileo 12, Madrid, Spain, 28015",40.430918,-3.710305,185.0,4.5,"['Mediterranean', 'Spanish']",295,2,+34-618355522,1,1,1,"{'Monday': '13:00 - 17:30, 19:30 - 00:00', 'Tuesday': '13:00 - 17:30, 19:30 - 00:00', 'Wednesday': '13:00 - 17:30, 19:30 - 00:00', 'Thursday': '13:00 - 17:30, 19:30 - 00:00', 'Friday': '13:00 - 17:30, 19:30 - 00:30', 'Saturday': '13:00 - 17:30, 19:30 - 00:30', 'Sunday': '13:00 - 17:30, 19:30 - 00:00'}",https://www.happycow.net/reviews/hakuna-matata-veggie-madrid-110329,64.0,7.0,9.14,3,1,0.581136973871822
376,Subway - Principe Pio,"P.º de la Florida, 2 (at Principe Pio),Madrid,Spain,28008",40.421716,-3.720187,0.0,3.0,['American'],0,1,+34-900961513,1,0,1,"{'Monday': '08:00 - 23:00', 'Tuesday': '08:00 - 23:00', 'Wednesday': '08:00 - 23:00', 'Thursday': '08:00 - 23:00', 'Friday': '08:00 - 00:00', 'Saturday': '08:00 - 00:00', 'Sunday': '09:00 - 23:00'}",https://www.happycow.net/reviews/subway-madrid-342455,106.0,7.0,15.14,2,1,0.22000000000000003
377,Goconut - P de la Florida,"P de la Florida, 2, Moncloa - Aravaca, Madrid, Spain, 28008",40.421716,-3.720187,0.0,0.0,[],0,0,+34-976619263,1,1,0,"{'Monday': '10:00 - 22:00', 'Tuesday': '10:00 - 22:00', 'Wednesday': '10:00 - 22:00', 'Thursday': '10:00 - 22:00', 'Friday': '10:00 - 22:00', 'Saturday': '10:00 - 22:00', 'Sunday': '11:00 - 22:00'}",https://www.happycow.net/reviews/goconut-madrid-420498,83.0,7.0,11.86,2,1,0.06666666666666667
378,Pizzería Carlos - Vallehermoso,"C. de Vallehermoso, 16, Chamberí, Madrid, Spain, 28015",40.431434,-3.708751,1.0,4.0,"['Italian', 'European']",0,2,+34-919993311,1,1,1,"{'Monday': '13:00 - 16:00, 19:30 - 00:00', 'Tuesday': '13:00 - 16:00, 19:30 - 00:00', 'Wednesday': '13:00 - 16:00, 19:30 - 00:00', 'Thursday': '13:00 - 16:00, 19:30 - 00:00', 'Friday': '13:00 - 02:00', 'Saturday': '13:00 - 02:00', 'Sunday': '13:00 - 01:00'}",https://www.happycow.net/reviews/pizzeria-carlos-madrid-421604,68.0,7.0,9.71,3,1,0.32751773049645394
379,Seara Café,"C. de Ferraz, 13, Madrid, Spain, 28008",40.426532,-3.717831,1.0,1.0,"['International', 'Spanish']",0,0,+34-653068434,1,1,1,"{'Monday': '08:00 - 20:00', 'Tuesday': '08:00 - 20:00', 'Wednesday': '08:00 - 20:00', 'Thursday': '08:00 - 20:00', 'Friday': '08:00 - 20:00', 'Saturday': '10:00 - 18:00', 'Sunday': '10:00 - 15:00'}",https://www.happycow.net/reviews/seara-cafe-madrid-357929,73.0,7.0,10.43,3,1,0.14085106382978724
380,Pans & Company - Principe Pio,"Centro Comercial Principe Pio, Paseo de la Florida, 2, Madrid, Spain, 28008",40.421946,-3.720291,2.0,3.5,"['Mediterranean', 'Spanish']",2,1,+34-915470236,1,1,1,"{'Monday': '10:00 - 23:00', 'Tuesday': '10:00 - 23:00', 'Wednesday': '10:00 - 23:00', 'Thursday': '10:00 - 23:00', 'Friday': '10:00 - 00:00', 'Saturday': '10:00 - 00:00', 'Sunday': '10:00 - 23:00'}",https://www.happycow.net/reviews/pans-and-company-madrid-190222,93.0,7.0,13.29,3,1,0.2755576542043961
381,Oliveto,"45 Calle de Santa Isabel, Madrid, Spain, 28012",40.40979,-3.696468,1.0,4.0,['Italian'],2,2,+34-911998269,1,0,0,"{'Monday': '13:30 - 16:00, 20:30 - 23:30', 'Tuesday': '13:30 - 16:00, 20:30 - 23:30', 'Wednesday': '13:30 - 16:00, 20:30 - 23:30', 'Thursday': '13:30 - 16:00, 20:30 - 23:30', 'Friday': '13:30 - 16:30, 20:30 - 00:00', 'Saturday': '13:30 - 16:30, 19:30 - 00:00', 'Sunday': '13:30 - 16:30, 20:30 - 23:30'}",https://www.happycow.net/reviews/oliveto-madrid-294822,42.0,7.0,6.0,1,1,0.2613732570412755
382,Café de Ratas,"C. del Salitre, 44, Centro, Madrid, Spain, 28012",40.408633,-3.699489,1.0,4.0,"['International', 'European', 'Spanish']",0,2,+34-910410457,0,1,1,"{'Monday': '00:30 - 01:00', 'Tuesday': '19:30 - 00:00', 'Wednesday': '00:30 - 02:00, 19:30 - 00:00', 'Thursday': '00:30 - 02:00, 19:30 - 00:00', 'Friday': '00:30 - 02:00, 19:30 - 02:30', 'Saturday': '19:30 - 02:30', 'Sunday': '17:30 - 00:00'}",https://www.happycow.net/reviews/cafe-de-ratas-madrid-396610,39.0,7.0,5.57,2,1,0.29418439716312056
383,La Loca de Enfrente,"C del Carnero, 10, Madrid, Spain, 28005",40.408285,-3.708785,24.0,4.5,"['International', 'Mediterranean', 'European', 'Spanish']",65,2,+34-656664365,0,1,1,"{'Monday': 'Closed', 'Tuesday': '08:30 - 19:30', 'Wednesday': '08:30 - 19:30', 'Thursday': '08:30 - 19:30', 'Friday': '08:30 - 19:30', 'Saturday': '08:30 - 19:30', 'Sunday': '08:30 - 19:30'}",https://www.happycow.net/reviews/la-loca-de-enfrente-madrid-377650,66.0,6.0,9.43,2,1,0.35073014462159513
384,TAM COC,"Calle de Mira el Sol, 2, Madrid, Spain, 28005",40.407878,-3.704744,2.0,4.0,"['Asian', 'Vietnamese']",4,2,+34-910571579,1,0,1,"{'Monday': '18:00 - 23:00', 'Tuesday': 'Closed', 'Wednesday': '18:00 - 23:00', 'Thursday': '18:00 - 23:00', 'Friday': '18:00 - 23:30', 'Saturday': '13:00 - 23:30', 'Sunday': '13:00 - 23:00'}",https://www.happycow.net/reviews/tam-coc-madrid-226253,41.0,6.0,5.86,2,1,0.29607984741588433
385,Novo Mundo,"Calle del Carnero 9, Madrid, Spain, 28005",40.408213,-3.708609,2.0,3.0,[],0,0,+34-918025962,0,1,1,"{'Monday': '08:30 - 18:00', 'Tuesday': '08:30 - 18:00', 'Wednesday': '08:30 - 18:00', 'Thursday': '08:30 - 18:00', 'Friday': '08:30 - 20:00', 'Saturday': '08:30 - 18:00', 'Sunday': '08:30 - 16:00'}",https://www.happycow.net/reviews/novo-mundo-madrid-408956,66.5,7.0,9.5,2,1,0.18836879432624115
386,Pum Pum Cafe,"Tribulete, 6,Madrid,Spain",40.408071,-3.701974,37.0,4.0,"['European', 'Spanish']",77,2,+34-686785522,1,0,1,"{'Monday': '09:00 - 20:00', 'Tuesday': '09:00 - 20:00', 'Wednesday': '09:00 - 20:00', 'Thursday': '09:00 - 20:00', 'Friday': '09:00 - 20:00', 'Saturday': '09:00 - 20:00', 'Sunday': '09:00 - 20:00'}",https://www.happycow.net/reviews/pum-pum-cafe-madrid-73911,77.0,7.0,11.0,2,1,0.3449271336777587
387,El Campesino Burger,"Calle de Atocha, 111, Madrid, Spain, 28012",40.410415,-3.694831,5.0,3.0,"['American', 'Western']",5,2,+34-722797160,1,0,0,"{'Monday': '09:30 - 17:00, 20:30 - 23:00', 'Tuesday': 'Closed', 'Wednesday': '09:30 - 17:00, 20:30 - 23:00', 'Thursday': '09:30 - 17:00, 20:30 - 23:00', 'Friday': '09:30 - 17:00, 20:30 - 23:00', 'Saturday': '10:00 - 17:30, 20:30 - 23:00', 'Sunday': '10:00 - 17:00'}",https://www.happycow.net/reviews/el-campesino-burger-madrid-107070,57.0,6.0,8.14,1,1,0.22556080217765684
388,Lingueer Saveurs d'Afrik - Food Stall,"Mercado de San Fernando, C de Embajadores, 41, Madrid, Spain, 28012",40.407734,-3.703653,2.0,3.5,['African'],1,1,+34-632859191,0,1,1,"{'Monday': 'Closed', 'Tuesday': '10:30 - 21:00', 'Wednesday': '10:30 - 21:00', 'Thursday': '10:30 - 21:00', 'Friday': '10:30 - 21:00', 'Saturday': '10:30 - 17:00', 'Sunday': 'Closed'}",https://www.happycow.net/reviews/lingueer-saveurs-dafrik-madrid-335477,48.5,5.0,6.93,2,1,0.24196322426531863
389,Lady Bongo,"C. de Serrano, 1, Salamanca, Madrid, Spain, 28001",40.42083,-3.688808,2.0,4.0,"['Japanese', 'Asian', 'Fusion']",0,2,+34-662299479,1,1,0,"{'Monday': 'Closed', 'Tuesday': '13:00 - 02:00', 'Wednesday': '13:00 - 02:00', 'Thursday': '13:00 - 02:00', 'Friday': '13:00 - 02:30', 'Saturday': '13:00 - 02:30', 'Sunday': '13:00 - 02:00'}",https://www.happycow.net/reviews/lady-bongo-madrid-408706,79.0,6.0,11.29,2,1,0.29503546099290784
390,Yan Ken Pon - Mercado San Fernando,"Calle de Embajadores, 41, Madrid, Spain, 28012",40.407657,-3.703537,5.0,4.0,"['Japanese', 'Asian']",8,2,+34-682822505,1,0,1,"{'Monday': 'Closed', 'Tuesday': '13:30 - 16:30, 20:00 - 23:00', 'Wednesday': '13:30 - 16:30, 20:00 - 23:00', 'Thursday': '13:30 - 16:30, 20:00 - 23:00', 'Friday': '13:30 - 16:30, 20:00 - 00:00', 'Saturday': '20:00 - 00:00', 'Sunday': '20:00 - 23:00'}",https://www.happycow.net/reviews/yan-ken-pon-madrid-84143,32.0,6.0,4.57,2,1,0.2996774253282225
391,La Alpargata,"Mercado de San Fernando, Calle de Embajadores, 41, Madrid, Spain, 28012",40.407633,-3.703585,63.0,4.5,"['European', 'Spanish']",233,1,+34-696398110,0,1,1,"{'Monday': 'Closed', 'Tuesday': '13:00 - 22:00', 'Wednesday': '13:00 - 22:00', 'Thursday': '13:00 - 22:00', 'Friday': '13:00 - 23:00', 'Saturday': '13:00 - 23:00', 'Sunday': '13:00 - 17:00'}",https://www.happycow.net/reviews/la-alpargata-madrid-70641,51.0,6.0,7.29,2,1,0.39445253041497697
392,Tsunami Nikkei Chamberi ,"C. de Luchana, 27, Madrid, Spain, 28010",40.431504,-3.699213,0.0,0.0,"['Japanese', 'Fusion', 'Latin']",0,2,+34-600959796,1,1,1,"{'Monday': '07:00 - 17:00', 'Tuesday': '07:30 - 16:30, 19:30 - 00:00', 'Wednesday': '07:30 - 16:30, 19:30 - 00:00', 'Thursday': '07:30 - 16:30, 19:30 - 00:00', 'Friday': '07:30 - 16:30, 19:30 - 02:00', 'Saturday': '12:30 - 16:30, 19:30 - 02:00', 'Sunday': '12:30 - 16:30, 19:30 - 02:00'}",https://www.happycow.net/reviews/tsunami-nikkei-chamberi-madrid-421694,87.0,7.0,12.43,3,1,0.16666666666666669
393,Minato,"Calle de Olid, 15, Madrid, Spain, 28010",40.432073,-3.701835,0.0,0.0,"['Japanese', 'Asian']",0,2,+34-914486907,0,1,0,"{'Monday': 'Closed', 'Tuesday': '20:30 - 23:00', 'Wednesday': '13:30 - 16:00, 20:30 - 23:00', 'Thursday': '13:30 - 16:00, 20:30 - 23:00', 'Friday': '13:30 - 16:00, 20:30 - 23:30', 'Saturday': '13:30 - 16:00, 20:30 - 23:30', 'Sunday': '13:30 - 16:00'}",https://www.happycow.net/reviews/minato-madrid-303002,26.0,6.0,3.71,1,1,0.1
394,Zúccaru - Chamberí,"Calle de Palafox, 20, Chamberí, Madrid, Spain, 28010",40.432019,-3.701415,1.0,5.0,[],0,0,+34-639330801,1,1,1,"{'Monday': '10:00 - 00:00', 'Tuesday': '10:00 - 00:00', 'Wednesday': '10:00 - 00:00', 'Thursday': '10:00 - 00:00', 'Friday': '10:00 - 01:00', 'Saturday': '10:00 - 01:00', 'Sunday': '10:00 - 00:00'}",https://www.happycow.net/reviews/zuccaru-madrid-424100,100.0,7.0,14.29,3,1,0.3008510638297872
395,El Capricho Extremeño,"C de Carlos Arniches, 30, Madrid, Spain, 28005",40.407818,-3.70849,2.0,4.0,"['Mediterranean', 'Spanish']",4,1,+34-913655841,0,1,0,"{'Monday': 'Closed', 'Tuesday': 'Closed', 'Wednesday': 'Closed', 'Thursday': 'Closed', 'Friday': 'Closed', 'Saturday': '12:00 - 17:00', 'Sunday': '09:00 - 17:00'}",https://www.happycow.net/reviews/el-capricho-extremeno-madrid-289754,13.0,2.0,1.86,1,1,0.22941318074921765
396,Dosis Cafe,"Calle de Gonzalo de Córdoba, 3, Chamberí, Madrid, Spain, 28010",40.43233,-3.70326,1.0,5.0,[],0,0,+34-674769601,0,1,0,"{'Monday': '08:30 - 20:00', 'Tuesday': '08:30 - 20:00', 'Wednesday': '08:30 - 20:00', 'Thursday': '08:30 - 20:00', 'Friday': '08:30 - 20:00', 'Saturday': '09:00 - 20:00', 'Sunday': '09:00 - 20:00'}",https://www.happycow.net/reviews/dosis-cafe-madrid-406743,79.5,7.0,11.36,1,1,0.23418439716312056
397,Romero Verde,"C/ Gonzalo de Córdoba, 5, Madrid, Spain, 28010",40.432399,-3.703123,52.0,5.0,['Spanish'],205,2,+34-623188141,1,1,1,"{'Monday': 'Closed', 'Tuesday': 'Closed', 'Wednesday': '13:30 - 16:30', 'Thursday': '13:30 - 16:30, 20:30 - 23:30', 'Friday': '13:30 - 17:00, 20:30 - 23:30', 'Saturday': '13:30 - 17:00, 20:30 - 23:30', 'Sunday': '13:30 - 17:00'}",https://www.happycow.net/reviews/romero-verde-madrid-181898,25.5,5.0,3.64,3,1,0.4644467899931486
398,Bar Automático,"Calle de Argumosa, 17, Madrid, Spain, 28012",40.408272,-3.698639,1.0,4.0,"['Mediterranean', 'Spanish']",10,1,+34-915309921,0,0,1,"{'Monday': '18:00 - 01:30', 'Tuesday': '13:00 - 01:30', 'Wednesday': '13:00 - 01:30', 'Thursday': '13:00 - 01:30', 'Friday': '13:00 - 01:30', 'Saturday': '13:00 - 01:30', 'Sunday': '13:00 - 01:30'}",https://www.happycow.net/reviews/bar-automatico-madrid-289741,82.5,7.0,11.79,1,1,0.23012869655389517
399,Burnout,"148 Calle de Fuencarral, Madrid, Spain, 28010",40.432477,-3.70368,2.0,4.0,"['American', 'Western']",3,2,+34-912680938,1,0,0,"{'Monday': '13:00 - 16:30, 20:00 - 23:30', 'Tuesday': '13:00 - 16:30, 20:00 - 23:30', 'Wednesday': '13:00 - 16:30, 20:00 - 23:30', 'Thursday': '13:00 - 16:30', 'Friday': '13:00 - 17:00', 'Saturday': '13:00 - 17:00', 'Sunday': '13:00 - 17:00, 20:00 - 23:30'}",https://www.happycow.net/reviews/burnout-madrid-259616,40.0,7.0,5.71,1,1,0.26248541747680687
400,Pizza Posta,"Calle del Amparo, 81, Madrid, Spain, 28012",40.407616,-3.701245,17.0,4.5,['Italian'],42,2,+34-602659063,1,0,1,"{'Monday': '20:00 - 00:00', 'Tuesday': '20:00 - 00:00', 'Wednesday': '20:00 - 00:00', 'Thursday': '20:00 - 00:00', 'Friday': '20:00 - 00:00', 'Saturday': '13:00 - 16:00, 20:00 - 00:00', 'Sunday': '13:00 - 16:00, 20:00 - 00:00'}",https://www.happycow.net/reviews/pizza-posta-madrid-149548,34.0,7.0,4.86,2,1,0.33876747588096956
401,Manula,"C. de Caracas, 1, Chamberí,Madrid,Spain,28010",40.430915,-3.696741,1.0,4.0,"['Mediterranean', 'Middle Eastern', 'Spanish']",0,0,+34-911481242,1,1,0,"{'Monday': '08:00 - 17:00', 'Tuesday': '08:00 - 17:00', 'Wednesday': '08:00 - 17:00', 'Thursday': '08:00 - 17:00', 'Friday': '08:00 - 17:00', 'Saturday': '09:00 - 17:00', 'Sunday': '09:00 - 17:00'}",https://www.happycow.net/reviews/manula-madrid-419850,61.0,7.0,8.71,2,1,0.2275177304964539
402,TRAMA,"C. de Rodríguez San Pedro, 25, Chamberí,Madrid,Spain,28015",40.431575,-3.711233,1.0,4.0,[],0,0,+34-624132959,0,1,0,"{'Monday': '09:00 - 19:00', 'Tuesday': '09:00 - 19:00', 'Wednesday': '09:00 - 19:00', 'Thursday': '09:00 - 19:00', 'Friday': '09:00 - 19:00', 'Saturday': '10:00 - 18:30', 'Sunday': '10:00 - 18:00'}",https://www.happycow.net/reviews/trama-madrid-408865,66.5,7.0,9.5,1,1,0.19418439716312058
403,Café Bar Arco Iris,"Plaza de Olavide, 2 (at The Pentagon of Olavide),Madrid,Spain,28010",40.432322,-3.701279,4.0,3.0,['Spanish'],5,2,+34-915944789,1,1,1,"{'Monday': '12:00 - 01:30', 'Tuesday': '12:00 - 01:30', 'Wednesday': '12:00 - 01:30', 'Thursday': '12:00 - 01:30', 'Friday': '12:00 - 01:30', 'Saturday': '12:00 - 01:30', 'Sunday': '12:00 - 01:30'}",https://www.happycow.net/reviews/cafe-bar-arco-iris-madrid-315420,94.5,7.0,13.5,3,1,0.29137640501453627
404,No Mames Wey Lavapiés,"C. de Argumosa, 23,Madrid,Spain,28012",40.408209,-3.698124,3.0,2.5,['Mexican'],2,1,+34-638967502,1,1,1,"{'Monday': '12:00 - 00:00', 'Tuesday': '12:00 - 00:00', 'Wednesday': '12:00 - 00:00', 'Thursday': '12:00 - 00:00', 'Friday': '12:00 - 00:00', 'Saturday': '12:00 - 00:00', 'Sunday': '12:00 - 00:00'}",https://www.happycow.net/reviews/no-mames-wey-lavapies-madrid-330591,84.0,7.0,12.0,3,1,0.23640871803418329
405,Achuri,"Calle de Argumosa,Madrid,Spain,28012",40.408146,-3.698248,2.0,4.0,"['International', 'Mediterranean', 'European', 'Spanish']",17,1,+34-914687856,0,0,1,"{'Monday': '13:30 - 16:30, 20:30 - 00:00', 'Tuesday': '13:30 - 16:30, 20:30 - 00:00', 'Wednesday': '13:30 - 16:30, 20:30 - 00:00', 'Thursday': '13:30 - 16:30, 20:30 - 00:00', 'Friday': '13:30 - 16:30, 20:30 - 01:30', 'Saturday': '13:30 - 16:30, 20:30 - 01:30', 'Sunday': '13:30 - 16:30, 20:30 - 00:00'}",https://www.happycow.net/reviews/achuri-madrid-197177,48.5,7.0,6.93,1,1,0.23280743662389128
406,Tasty Bowl,"Calle de Arganzuela, 25, Madrid, Spain, 28005",40.40753,-3.709489,2.0,4.0,['Asian'],3,2,+34-655118346,1,0,0,"{'Monday': 'Closed', 'Tuesday': '12:00 - 00:00', 'Wednesday': '12:00 - 00:00', 'Thursday': '12:00 - 00:00', 'Friday': '12:00 - 00:00', 'Saturday': '12:00 - 00:00', 'Sunday': '12:00 - 00:00'}",https://www.happycow.net/reviews/tasty-bowl-madrid-226254,72.0,6.0,10.29,1,1,0.26248541747680687
407,Magasand Retiro,"Calle de Columela, 4, Madrid, Spain, 28001",40.42107,-3.687951,4.0,3.5,"['Mediterranean', 'European']",7,2,+34-915768843,1,1,1,"{'Monday': '09:00 - 23:00', 'Tuesday': '09:00 - 23:00', 'Wednesday': '09:00 - 23:00', 'Thursday': '09:00 - 23:00', 'Friday': '09:00 - 23:00', 'Saturday': '10:00 - 23:00', 'Sunday': '10:00 - 23:00'}",https://www.happycow.net/reviews/magasand-retiro-madrid-296524,96.0,7.0,13.71,3,1,0.3118985982260245
408,Mood Coffee Bar,"C. de Columela, 4, Madrid, Spain, 28001",40.420979,-3.687898,1.0,5.0,['Western'],0,0,+34-671238682,0,1,1,"{'Monday': '08:00 - 17:30', 'Tuesday': '08:00 - 17:30', 'Wednesday': '08:00 - 20:00', 'Thursday': '08:00 - 20:00', 'Friday': '08:00 - 20:00', 'Saturday': '09:30 - 17:30', 'Sunday': '09:30 - 17:30'}",https://www.happycow.net/reviews/mood-coffee-bar-madrid-385001,71.0,7.0,10.14,2,1,0.2675177304964539
409,sesēnroom,"C. de Fernando el Santo, 21, Madrid, Spain, 28010",40.428233,-3.691683,1.0,4.0,"['Mediterranean', 'Spanish']",0,0,No phone number,1,1,0,"{'Monday': '08:00 - 21:00', 'Tuesday': '08:00 - 21:00', 'Wednesday': '08:00 - 21:00', 'Thursday': '08:00 - 21:00', 'Friday': '08:00 - 21:00', 'Saturday': 'Closed', 'Sunday': 'Closed'}",https://www.happycow.net/reviews/sesenroom-madrid-410879,65.0,5.0,9.29,2,1,0.2275177304964539
410,Galipán Lavapiés,"C de Valencia, 9, Madrid, Spain, 28012",40.407371,-3.700086,0.0,0.0,['American'],0,1,+34-685420509,1,1,1,"{'Monday': '12:30 - 01:30', 'Tuesday': '12:30 - 01:30', 'Wednesday': '12:30 - 01:30', 'Thursday': '12:30 - 01:30', 'Friday': '12:30 - 02:30', 'Saturday': '12:30 - 02:30', 'Sunday': '12:30 - 01:30'}",https://www.happycow.net/reviews/galipan-lavapies-madrid-387428,93.0,7.0,13.29,3,1,0.13333333333333333
