Name;Address;Lat;Long;Number of Ratings;Restaurant Rating;Type of Restaurant;Number of Bookmarks;Price Range;Phone Number;Website;Instagram;Facebook;Timetable;url;index_right;NOMBRE_DISTRITO
MUDRA Plant Based ;13 Calle de Recoletos, Madrid, Spain, 28001;40.421787;-3.689733;122.0;4.5;['International', 'Mediterranean', 'Fusion', 'Middle Eastern', 'Latin'];270;Caro;+34-600362581;https://mudramadrid.com/;http://www.instagram.com/mudramadrid;No facebook;{'Monday': '12:30 - 00:00', 'Tuesday': '12:30 - 00:00', 'Wednesday': '12:30 - 00:00', 'Thursday': '12:30 - 00:30', 'Friday': '12:30 - 00:30', 'Saturday': '12:30 - 00:30', 'Sunday': '12:30 - 00:00'};https://www.happycow.net/reviews/mudra-plant-based-madrid-278386;3.0;Salamanca
Hakuna Matata Veggie;Calle Galileo 12, Madrid, Spain, 28015;40.430918;-3.710305;185.0;4.5;['Mediterranean', 'Spanish'];295;Moderado;+34-618355522;http://hakunamatataveggie.com/;http://www.instagram.com/hmvegano;http://facebook.com/HMVegano;{'Monday': '13:00 - 17:30, 19:30 - 00:00', 'Tuesday': '13:00 - 17:30, 19:30 - 00:00', 'Wednesday': '13:00 - 17:30, 19:30 - 00:00', 'Thursday': '13:00 - 17:30, 19:30 - 00:00', 'Friday': '13:00 - 17:30, 19:30 - 00:30', 'Saturday': '13:00 - 17:30, 19:30 - 00:30', 'Sunday': '13:00 - 17:30, 19:30 - 00:00'};https://www.happycow.net/reviews/hakuna-matata-veggie-madrid-110329;6.0;Chamberi
Subway - Principe Pio;P.º de la Florida, 2 (at Principe Pio),Madrid,Spain,28008;40.421716;-3.720187;0.0;3.0;['American'];0;Barato;+34-900961513;https://subwayspain.com/;No instagram;http://facebook.com/subwayspain;{'Monday': '08:00 - 23:00', 'Tuesday': '08:00 - 23:00', 'Wednesday': '08:00 - 23:00', 'Thursday': '08:00 - 23:00', 'Friday': '08:00 - 00:00', 'Saturday': '08:00 - 00:00', 'Sunday': '09:00 - 23:00'};https://www.happycow.net/reviews/subway-madrid-342455;8.0;Moncloa-Aravaca
Goconut - P de la Florida;P de la Florida, 2, Moncloa - Aravaca, Madrid, Spain, 28008;40.421716;-3.720187;0.0;0.0;[];0;No price range;+34-976619263;https://goconut.es/;http://www.instagram.com/goconut_es;No facebook;{'Monday': '10:00 - 22:00', 'Tuesday': '10:00 - 22:00', 'Wednesday': '10:00 - 22:00', 'Thursday': '10:00 - 22:00', 'Friday': '10:00 - 22:00', 'Saturday': '10:00 - 22:00', 'Sunday': '11:00 - 22:00'};https://www.happycow.net/reviews/goconut-madrid-420498;8.0;Moncloa-Aravaca
Pizzería Carlos - Vallehermoso;C. de Vallehermoso, 16, Chamberí, Madrid, Spain, 28015;40.431434;-3.708751;1.0;4.0;['Italian', 'European'];0;Moderado;+34-919993311;https://www.pizzeriascarlos.es/;http://www.instagram.com/pizzeriascarlos;http://facebook.com/pizzeriascarlosoficial;{'Monday': '13:00 - 16:00, 19:30 - 00:00', 'Tuesday': '13:00 - 16:00, 19:30 - 00:00', 'Wednesday': '13:00 - 16:00, 19:30 - 00:00', 'Thursday': '13:00 - 16:00, 19:30 - 00:00', 'Friday': '13:00 - 02:00', 'Saturday': '13:00 - 02:00', 'Sunday': '13:00 - 01:00'};https://www.happycow.net/reviews/pizzeria-carlos-madrid-421604;6.0;Chamberi
Seara Café;C. de Ferraz, 13, Madrid, Spain, 28008;40.426532;-3.717831;1.0;1.0;['International', 'Spanish'];0;No price range;+34-653068434;https://seara-cafe.business.site/;http://www.instagram.com/seara.cafe;http://facebook.com/Searacafe;{'Monday': '08:00 - 20:00', 'Tuesday': '08:00 - 20:00', 'Wednesday': '08:00 - 20:00', 'Thursday': '08:00 - 20:00', 'Friday': '08:00 - 20:00', 'Saturday': '10:00 - 18:00', 'Sunday': '10:00 - 15:00'};https://www.happycow.net/reviews/seara-cafe-madrid-357929;8.0;Moncloa-Aravaca
Pans & Company - Principe Pio;Centro Comercial Principe Pio, Paseo de la Florida, 2, Madrid, Spain, 28008;40.421946;-3.720291;2.0;3.5;['Mediterranean', 'Spanish'];2;Barato;+34-915470236;https://www.pansandcompany.com/;http://www.instagram.com/pansandco;http://facebook.com/pansandcompany;{'Monday': '10:00 - 23:00', 'Tuesday': '10:00 - 23:00', 'Wednesday': '10:00 - 23:00', 'Thursday': '10:00 - 23:00', 'Friday': '10:00 - 00:00', 'Saturday': '10:00 - 00:00', 'Sunday': '10:00 - 23:00'};https://www.happycow.net/reviews/pans-and-company-madrid-190222;8.0;Moncloa-Aravaca
Oliveto;45 Calle de Santa Isabel, Madrid, Spain, 28012;40.40979;-3.696468;1.0;4.0;['Italian'];2;Moderado;+34-911998269;http://www.oliveto.es/;No instagram;No facebook;{'Monday': '13:30 - 16:00, 20:30 - 23:30', 'Tuesday': '13:30 - 16:00, 20:30 - 23:30', 'Wednesday': '13:30 - 16:00, 20:30 - 23:30', 'Thursday': '13:30 - 16:00, 20:30 - 23:30', 'Friday': '13:30 - 16:30, 20:30 - 00:00', 'Saturday': '13:30 - 16:30, 19:30 - 00:00', 'Sunday': '13:30 - 16:30, 20:30 - 23:30'};https://www.happycow.net/reviews/oliveto-madrid-294822;0.0;Centro
Café de Ratas;C. del Salitre, 44, Centro, Madrid, Spain, 28012;40.408633;-3.699489;1.0;4.0;['International', 'European', 'Spanish'];0;Moderado;+34-910410457;No website;http://www.instagram.com/cafederratas;http://facebook.com/cafederratas;{'Monday': '00:30 - 01:00', 'Tuesday': '19:30 - 00:00', 'Wednesday': '00:30 - 02:00, 19:30 - 00:00', 'Thursday': '00:30 - 02:00, 19:30 - 00:00', 'Friday': '00:30 - 02:00, 19:30 - 02:30', 'Saturday': '19:30 - 02:30', 'Sunday': '17:30 - 00:00'};https://www.happycow.net/reviews/cafe-de-ratas-madrid-396610;0.0;Centro
La Loca de Enfrente;C del Carnero, 10, Madrid, Spain, 28005;40.408285;-3.708785;24.0;4.5;['International', 'Mediterranean', 'European', 'Spanish'];65;Moderado;+34-656664365;No website;http://www.instagram.com/lalocadeenfrente;http://facebook.com/lalocadeenfrente.madrid;{'Monday': 'Closed', 'Tuesday': '08:30 - 19:30', 'Wednesday': '08:30 - 19:30', 'Thursday': '08:30 - 19:30', 'Friday': '08:30 - 19:30', 'Saturday': '08:30 - 19:30', 'Sunday': '08:30 - 19:30'};https://www.happycow.net/reviews/la-loca-de-enfrente-madrid-377650;0.0;Centro
TAM COC;Calle de Mira el Sol, 2, Madrid, Spain, 28005;40.407878;-3.704744;2.0;4.0;['Asian', 'Vietnamese'];4;Moderado;+34-910571579;http://tamcoc.eatbu.com/;No instagram;http://facebook.com/restaurantetamcoc;{'Monday': '18:00 - 23:00', 'Tuesday': 'Closed', 'Wednesday': '18:00 - 23:00', 'Thursday': '18:00 - 23:00', 'Friday': '18:00 - 23:30', 'Saturday': '13:00 - 23:30', 'Sunday': '13:00 - 23:00'};https://www.happycow.net/reviews/tam-coc-madrid-226253;0.0;Centro
Novo Mundo;Calle del Carnero 9, Madrid, Spain, 28005;40.408213;-3.708609;2.0;3.0;[];0;No price range;+34-918025962;No website;http://www.instagram.com/novomundo.es;http://facebook.com/novomundo.es;{'Monday': '08:30 - 18:00', 'Tuesday': '08:30 - 18:00', 'Wednesday': '08:30 - 18:00', 'Thursday': '08:30 - 18:00', 'Friday': '08:30 - 20:00', 'Saturday': '08:30 - 18:00', 'Sunday': '08:30 - 16:00'};https://www.happycow.net/reviews/novo-mundo-madrid-408956;0.0;Centro
Pum Pum Cafe;Tribulete, 6,Madrid,Spain;40.408071;-3.701974;37.0;4.0;['European', 'Spanish'];77;Moderado;+34-686785522;https://www.pumpumcafe.com/;No instagram;http://facebook.com/pumpumcafe;{'Monday': '09:00 - 20:00', 'Tuesday': '09:00 - 20:00', 'Wednesday': '09:00 - 20:00', 'Thursday': '09:00 - 20:00', 'Friday': '09:00 - 20:00', 'Saturday': '09:00 - 20:00', 'Sunday': '09:00 - 20:00'};https://www.happycow.net/reviews/pum-pum-cafe-madrid-73911;0.0;Centro
El Campesino Burger;Calle de Atocha, 111, Madrid, Spain, 28012;40.410415;-3.694831;5.0;3.0;['American', 'Western'];5;Moderado;+34-722797160;http://campesinoburger.eltenedor.rest/;No instagram;No facebook;{'Monday': '09:30 - 17:00, 20:30 - 23:00', 'Tuesday': 'Closed', 'Wednesday': '09:30 - 17:00, 20:30 - 23:00', 'Thursday': '09:30 - 17:00, 20:30 - 23:00', 'Friday': '09:30 - 17:00, 20:30 - 23:00', 'Saturday': '10:00 - 17:30, 20:30 - 23:00', 'Sunday': '10:00 - 17:00'};https://www.happycow.net/reviews/el-campesino-burger-madrid-107070;0.0;Centro
Lingueer Saveurs d'Afrik - Food Stall;Mercado de San Fernando, C de Embajadores, 41, Madrid, Spain, 28012;40.407734;-3.703653;2.0;3.5;['African'];1;Barato;+34-632859191;No website;http://www.instagram.com/lingueer_dafrik;http://facebook.com/people/Lingueer-Saveurs-dAfrik/100063849020787;{'Monday': 'Closed', 'Tuesday': '10:30 - 21:00', 'Wednesday': '10:30 - 21:00', 'Thursday': '10:30 - 21:00', 'Friday': '10:30 - 21:00', 'Saturday': '10:30 - 17:00', 'Sunday': 'Closed'};https://www.happycow.net/reviews/lingueer-saveurs-dafrik-madrid-335477;0.0;Centro
Lady Bongo;C. de Serrano, 1, Salamanca, Madrid, Spain, 28001;40.42083;-3.688808;2.0;4.0;['Japanese', 'Asian', 'Fusion'];0;Moderado;+34-662299479;https://ladybongo.com/;http://www.instagram.com/ladybongomadrid;No facebook;{'Monday': 'Closed', 'Tuesday': '13:00 - 02:00', 'Wednesday': '13:00 - 02:00', 'Thursday': '13:00 - 02:00', 'Friday': '13:00 - 02:30', 'Saturday': '13:00 - 02:30', 'Sunday': '13:00 - 02:00'};https://www.happycow.net/reviews/lady-bongo-madrid-408706;3.0;Salamanca
Yan Ken Pon - Mercado San Fernando;Calle de Embajadores, 41, Madrid, Spain, 28012;40.407657;-3.703537;5.0;4.0;['Japanese', 'Asian'];8;Moderado;+34-682822505;http://www.yankenpon.com/;No instagram;http://facebook.com/YankenponSushi;{'Monday': 'Closed', 'Tuesday': '13:30 - 16:30, 20:00 - 23:00', 'Wednesday': '13:30 - 16:30, 20:00 - 23:00', 'Thursday': '13:30 - 16:30, 20:00 - 23:00', 'Friday': '13:30 - 16:30, 20:00 - 00:00', 'Saturday': '20:00 - 00:00', 'Sunday': '20:00 - 23:00'};https://www.happycow.net/reviews/yan-ken-pon-madrid-84143;0.0;Centro
La Alpargata;Mercado de San Fernando, Calle de Embajadores, 41, Madrid, Spain, 28012;40.407633;-3.703585;63.0;4.5;['European', 'Spanish'];233;Barato;+34-696398110;No website;http://www.instagram.com/alpargatavegana;http://facebook.com/laalpargatalavapies;{'Monday': 'Closed', 'Tuesday': '13:00 - 22:00', 'Wednesday': '13:00 - 22:00', 'Thursday': '13:00 - 22:00', 'Friday': '13:00 - 23:00', 'Saturday': '13:00 - 23:00', 'Sunday': '13:00 - 17:00'};https://www.happycow.net/reviews/la-alpargata-madrid-70641;0.0;Centro
Tsunami Nikkei Chamberi ;C. de Luchana, 27, Madrid, Spain, 28010;40.431504;-3.699213;0.0;0.0;['Japanese', 'Fusion', 'Latin'];0;Moderado;+34-600959796;https://tsunaminikkei.com/;http://www.instagram.com/tsunaminikkeimadrid;http://facebook.com/TsunamiNikkeiMadrid/?locale=es_ES;{'Monday': '07:00 - 17:00', 'Tuesday': '07:30 - 16:30, 19:30 - 00:00', 'Wednesday': '07:30 - 16:30, 19:30 - 00:00', 'Thursday': '07:30 - 16:30, 19:30 - 00:00', 'Friday': '07:30 - 16:30, 19:30 - 02:00', 'Saturday': '12:30 - 16:30, 19:30 - 02:00', 'Sunday': '12:30 - 16:30, 19:30 - 02:00'};https://www.happycow.net/reviews/tsunami-nikkei-chamberi-madrid-421694;6.0;Chamberi
Minato;Calle de Olid, 15, Madrid, Spain, 28010;40.432073;-3.701835;0.0;0.0;['Japanese', 'Asian'];0;Moderado;+34-914486907;No website;http://www.instagram.com/minato_madrid;No facebook;{'Monday': 'Closed', 'Tuesday': '20:30 - 23:00', 'Wednesday': '13:30 - 16:00, 20:30 - 23:00', 'Thursday': '13:30 - 16:00, 20:30 - 23:00', 'Friday': '13:30 - 16:00, 20:30 - 23:30', 'Saturday': '13:30 - 16:00, 20:30 - 23:30', 'Sunday': '13:30 - 16:00'};https://www.happycow.net/reviews/minato-madrid-303002;6.0;Chamberi
Zúccaru - Chamberí;Calle de Palafox, 20, Chamberí, Madrid, Spain, 28010;40.432019;-3.701415;1.0;5.0;[];0;No price range;+34-639330801;http://www.zuccaru.com/;http://www.instagram.com/zuccaru_gelato;http://facebook.com/zuccaru;{'Monday': '10:00 - 00:00', 'Tuesday': '10:00 - 00:00', 'Wednesday': '10:00 - 00:00', 'Thursday': '10:00 - 00:00', 'Friday': '10:00 - 01:00', 'Saturday': '10:00 - 01:00', 'Sunday': '10:00 - 00:00'};https://www.happycow.net/reviews/zuccaru-madrid-424100;6.0;Chamberi
El Capricho Extremeño;C de Carlos Arniches, 30, Madrid, Spain, 28005;40.407818;-3.70849;2.0;4.0;['Mediterranean', 'Spanish'];4;Barato;+34-913655841;No website;http://www.instagram.com/el_capricho_extremeno;No facebook;{'Monday': 'Closed', 'Tuesday': 'Closed', 'Wednesday': 'Closed', 'Thursday': 'Closed', 'Friday': 'Closed', 'Saturday': '12:00 - 17:00', 'Sunday': '09:00 - 17:00'};https://www.happycow.net/reviews/el-capricho-extremeno-madrid-289754;0.0;Centro
Dosis Cafe;Calle de Gonzalo de Córdoba, 3, Chamberí, Madrid, Spain, 28010;40.43233;-3.70326;1.0;5.0;[];0;No price range;+34-674769601;No website;http://www.instagram.com/dosiscafe;No facebook;{'Monday': '08:30 - 20:00', 'Tuesday': '08:30 - 20:00', 'Wednesday': '08:30 - 20:00', 'Thursday': '08:30 - 20:00', 'Friday': '08:30 - 20:00', 'Saturday': '09:00 - 20:00', 'Sunday': '09:00 - 20:00'};https://www.happycow.net/reviews/dosis-cafe-madrid-406743;6.0;Chamberi
Romero Verde;C/ Gonzalo de Córdoba, 5, Madrid, Spain, 28010;40.432399;-3.703123;52.0;5.0;['Spanish'];205;Moderado;+34-623188141;http://www.romeroverde.es/;http://www.instagram.com/ohromeroverde;http://facebook.com/RomeroVerdeVegan;{'Monday': 'Closed', 'Tuesday': 'Closed', 'Wednesday': '13:30 - 16:30', 'Thursday': '13:30 - 16:30, 20:30 - 23:30', 'Friday': '13:30 - 17:00, 20:30 - 23:30', 'Saturday': '13:30 - 17:00, 20:30 - 23:30', 'Sunday': '13:30 - 17:00'};https://www.happycow.net/reviews/romero-verde-madrid-181898;6.0;Chamberi
Bar Automático;Calle de Argumosa, 17, Madrid, Spain, 28012;40.408272;-3.698639;1.0;4.0;['Mediterranean', 'Spanish'];10;Barato;+34-915309921;No website;No instagram;http://facebook.com/Bar-Autom%C3%A1tico-168022309903831;{'Monday': '18:00 - 01:30', 'Tuesday': '13:00 - 01:30', 'Wednesday': '13:00 - 01:30', 'Thursday': '13:00 - 01:30', 'Friday': '13:00 - 01:30', 'Saturday': '13:00 - 01:30', 'Sunday': '13:00 - 01:30'};https://www.happycow.net/reviews/bar-automatico-madrid-289741;0.0;Centro
Burnout;148 Calle de Fuencarral, Madrid, Spain, 28010;40.432477;-3.70368;2.0;4.0;['American', 'Western'];3;Moderado;+34-912680938;http://www.burnoutburgers.com/;No instagram;No facebook;{'Monday': '13:00 - 16:30, 20:00 - 23:30', 'Tuesday': '13:00 - 16:30, 20:00 - 23:30', 'Wednesday': '13:00 - 16:30, 20:00 - 23:30', 'Thursday': '13:00 - 16:30', 'Friday': '13:00 - 17:00', 'Saturday': '13:00 - 17:00', 'Sunday': '13:00 - 17:00, 20:00 - 23:30'};https://www.happycow.net/reviews/burnout-madrid-259616;6.0;Chamberi
Pizza Posta;Calle del Amparo, 81, Madrid, Spain, 28012;40.407616;-3.701245;17.0;4.5;['Italian'];42;Moderado;+34-602659063;http://www.pizzaposta.com/;No instagram;http://facebook.com/pizzapostaa;{'Monday': '20:00 - 00:00', 'Tuesday': '20:00 - 00:00', 'Wednesday': '20:00 - 00:00', 'Thursday': '20:00 - 00:00', 'Friday': '20:00 - 00:00', 'Saturday': '13:00 - 16:00, 20:00 - 00:00', 'Sunday': '13:00 - 16:00, 20:00 - 00:00'};https://www.happycow.net/reviews/pizza-posta-madrid-149548;0.0;Centro
Manula;C. de Caracas, 1, Chamberí,Madrid,Spain,28010;40.430915;-3.696741;1.0;4.0;['Mediterranean', 'Middle Eastern', 'Spanish'];0;No price range;+34-911481242;https://manulamadrid.com/;http://www.instagram.com/manula.madrid;No facebook;{'Monday': '08:00 - 17:00', 'Tuesday': '08:00 - 17:00', 'Wednesday': '08:00 - 17:00', 'Thursday': '08:00 - 17:00', 'Friday': '08:00 - 17:00', 'Saturday': '09:00 - 17:00', 'Sunday': '09:00 - 17:00'};https://www.happycow.net/reviews/manula-madrid-419850;6.0;Chamberi
TRAMA;C. de Rodríguez San Pedro, 25, Chamberí,Madrid,Spain,28015;40.431575;-3.711233;1.0;4.0;[];0;No price range;+34-624132959;No website;http://www.instagram.com/trama.pasteleria;No facebook;{'Monday': '09:00 - 19:00', 'Tuesday': '09:00 - 19:00', 'Wednesday': '09:00 - 19:00', 'Thursday': '09:00 - 19:00', 'Friday': '09:00 - 19:00', 'Saturday': '10:00 - 18:30', 'Sunday': '10:00 - 18:00'};https://www.happycow.net/reviews/trama-madrid-408865;6.0;Chamberi
Café Bar Arco Iris;Plaza de Olavide, 2 (at The Pentagon of Olavide),Madrid,Spain,28010;40.432322;-3.701279;4.0;3.0;['Spanish'];5;Moderado;+34-915944789;https://cafe-bar-arco-iris.eatbu.com/;http://www.instagram.com/cafebararcoiris;http://facebook.com/profile.php?id=100064420745584;{'Monday': '12:00 - 01:30', 'Tuesday': '12:00 - 01:30', 'Wednesday': '12:00 - 01:30', 'Thursday': '12:00 - 01:30', 'Friday': '12:00 - 01:30', 'Saturday': '12:00 - 01:30', 'Sunday': '12:00 - 01:30'};https://www.happycow.net/reviews/cafe-bar-arco-iris-madrid-315420;6.0;Chamberi
No Mames Wey Lavapiés;C. de Argumosa, 23,Madrid,Spain,28012;40.408209;-3.698124;3.0;2.5;['Mexican'];2;Barato;+34-638967502;https://quieronmw.es/;http://www.instagram.com/quieronmw;http://facebook.com/nomamesweymex;{'Monday': '12:00 - 00:00', 'Tuesday': '12:00 - 00:00', 'Wednesday': '12:00 - 00:00', 'Thursday': '12:00 - 00:00', 'Friday': '12:00 - 00:00', 'Saturday': '12:00 - 00:00', 'Sunday': '12:00 - 00:00'};https://www.happycow.net/reviews/no-mames-wey-lavapies-madrid-330591;0.0;Centro
Achuri;Calle de Argumosa,Madrid,Spain,28012;40.408146;-3.698248;2.0;4.0;['International', 'Mediterranean', 'European', 'Spanish'];17;Barato;+34-914687856;No website;No instagram;http://facebook.com/Restaurante-Achuri-244032665719298/;{'Monday': '13:30 - 16:30, 20:30 - 00:00', 'Tuesday': '13:30 - 16:30, 20:30 - 00:00', 'Wednesday': '13:30 - 16:30, 20:30 - 00:00', 'Thursday': '13:30 - 16:30, 20:30 - 00:00', 'Friday': '13:30 - 16:30, 20:30 - 01:30', 'Saturday': '13:30 - 16:30, 20:30 - 01:30', 'Sunday': '13:30 - 16:30, 20:30 - 00:00'};https://www.happycow.net/reviews/achuri-madrid-197177;0.0;Centro
Tasty Bowl;Calle de Arganzuela, 25, Madrid, Spain, 28005;40.40753;-3.709489;2.0;4.0;['Asian'];3;Moderado;+34-655118346;https://www.tastybowl.es/;No instagram;No facebook;{'Monday': 'Closed', 'Tuesday': '12:00 - 00:00', 'Wednesday': '12:00 - 00:00', 'Thursday': '12:00 - 00:00', 'Friday': '12:00 - 00:00', 'Saturday': '12:00 - 00:00', 'Sunday': '12:00 - 00:00'};https://www.happycow.net/reviews/tasty-bowl-madrid-226254;0.0;Centro
Magasand Retiro;Calle de Columela, 4, Madrid, Spain, 28001;40.42107;-3.687951;4.0;3.5;['Mediterranean', 'European'];7;Moderado;+34-915768843;https://magasand.com/;http://www.instagram.com/magasand;http://facebook.com/magasand;{'Monday': '09:00 - 23:00', 'Tuesday': '09:00 - 23:00', 'Wednesday': '09:00 - 23:00', 'Thursday': '09:00 - 23:00', 'Friday': '09:00 - 23:00', 'Saturday': '10:00 - 23:00', 'Sunday': '10:00 - 23:00'};https://www.happycow.net/reviews/magasand-retiro-madrid-296524;3.0;Salamanca
Mood Coffee Bar;C. de Columela, 4, Madrid, Spain, 28001;40.420979;-3.687898;1.0;5.0;['Western'];0;No price range;+34-671238682;No website;http://www.instagram.com/moodcoffeemadrid;http://facebook.com/Moodcoffebar/;{'Monday': '08:00 - 17:30', 'Tuesday': '08:00 - 17:30', 'Wednesday': '08:00 - 20:00', 'Thursday': '08:00 - 20:00', 'Friday': '08:00 - 20:00', 'Saturday': '09:30 - 17:30', 'Sunday': '09:30 - 17:30'};https://www.happycow.net/reviews/mood-coffee-bar-madrid-385001;3.0;Salamanca
sesēnroom;C. de Fernando el Santo, 21, Madrid, Spain, 28010;40.428233;-3.691683;1.0;4.0;['Mediterranean', 'Spanish'];0;No price range;No phone number;http://www.sesencompany.es/;http://www.instagram.com/sesenroom.es;No facebook;{'Monday': '08:00 - 21:00', 'Tuesday': '08:00 - 21:00', 'Wednesday': '08:00 - 21:00', 'Thursday': '08:00 - 21:00', 'Friday': '08:00 - 21:00', 'Saturday': 'Closed', 'Sunday': 'Closed'};https://www.happycow.net/reviews/sesenroom-madrid-410879;6.0;Chamberi
Galipán Lavapiés;C de Valencia, 9, Madrid, Spain, 28012;40.407371;-3.700086;0.0;0.0;['American'];0;Barato;+34-685420509;http://galipanspain.es/;http://www.instagram.com/galipanspain;http://facebook.com/galipanspain;{'Monday': '12:30 - 01:30', 'Tuesday': '12:30 - 01:30', 'Wednesday': '12:30 - 01:30', 'Thursday': '12:30 - 01:30', 'Friday': '12:30 - 02:30', 'Saturday': '12:30 - 02:30', 'Sunday': '12:30 - 01:30'};https://www.happycow.net/reviews/galipan-lavapies-madrid-387428;0.0;Centro
Ramen Shifu - Atocha;Paseo del Prado, 42, Madrid, Spain, 28014;40.410272;-3.692886;13.0;3.5;['Japanese', 'Asian'];10;Moderado;+34-910233630;https://ramenshifu.com/;http://www.instagram.com/ramenshifu;http://facebook.com/ramenshifu;{'Monday': 'Closed', 'Tuesday': '13:00 - 16:00, 20:00 - 23:30', 'Wednesday': '13:00 - 16:00, 20:00 - 23:30', 'Thursday': '13:00 - 16:00, 20:00 - 23:30', 'Friday': '13:00 - 16:00, 20:00 - 00:00', 'Saturday': '13:00 - 16:00, 20:00 - 00:00', 'Sunday': '13:00 - 16:00, 20:00 - 23:30'};https://www.happycow.net/reviews/ramen-shifu-madrid-285585;0.0;Centro
Chia Restaurante;Calle de Arapiles, 5, Madrid, Spain, 28015;40.433269;-3.70514;8.0;4.0;['European', 'Spanish'];8;Barato;+34-680749774;http://www.chiarestaurante.com/;No instagram;http://facebook.com/Chia-restaurante-108653077475744;{'Monday': '08:30 - 23:00', 'Tuesday': '08:30 - 23:00', 'Wednesday': '08:30 - 23:00', 'Thursday': '08:30 - 23:00', 'Friday': '08:30 - 23:00', 'Saturday': '11:30 - 23:00', 'Sunday': '11:30 - 16:00'};https://www.happycow.net/reviews/chia-restaurante-madrid-229681;6.0;Chamberi
ARYA ;C. de Luchana, 37, Madrid, Spain, 28010;40.432346;-3.698328;1.0;4.0;[];0;No price range;+34-687681295;http://www.thearyacafe.com/;http://www.instagram.com/thearyacafe;No facebook;{'Monday': '09:00 - 22:00', 'Tuesday': '09:00 - 22:00', 'Wednesday': '09:00 - 23:00', 'Thursday': '09:00 - 23:00', 'Friday': '09:00 - 00:00', 'Saturday': '10:00 - 00:00', 'Sunday': '10:00 - 22:00'};https://www.happycow.net/reviews/arya-madrid-408234;6.0;Chamberi
Soda;C. de Rodríguez San Pedro, 44 (at Guzman el Bueno), Madrid, Spain, 28015;40.431857;-3.712821;1.0;4.0;['International', 'Spanish'];1;Moderado;+34-910172591;http://sodabar.es/;http://www.instagram.com/sodabarmadrid?igshid=NGVhN2U2NjQ0Yg==;http://facebook.com/sodabarmadrid/;{'Monday': 'Closed', 'Tuesday': '19:30 - 00:00', 'Wednesday': '19:30 - 00:00', 'Thursday': '19:30 - 00:00', 'Friday': '19:30 - 00:00', 'Saturday': '19:30 - 00:00', 'Sunday': 'Closed'};https://www.happycow.net/reviews/soda-madrid-373977;6.0;Chamberi
Levadura Madre - Andrés Mellado;C. de Andrés Mellado, 8, Chamberí, Madrid, Spain, 28015;40.431163;-3.714444;2.0;4.0;['Western', 'European'];1;No price range;+34-910828920;https://levaduramadre.es/;http://www.instagram.com/levaduramadre;http://facebook.com/PanaderiaLevaduraMadre;{'Monday': '08:30 - 21:00', 'Tuesday': '08:30 - 21:00', 'Wednesday': '08:30 - 21:00', 'Thursday': '08:30 - 21:00', 'Friday': '08:30 - 21:00', 'Saturday': '08:30 - 21:00', 'Sunday': '08:30 - 21:00'};https://www.happycow.net/reviews/levadura-madre-madrid-380171;6.0;Chamberi
Le Croustillant;Calle del Dr. Fourquet, 32, Madrid, Spain, 28012;40.407084;-3.699709;0.0;0.0;['American', 'International', 'Mediterranean', 'European', 'French', 'Spanish'];1;Barato;+34-914271852;https://lecroustillantff.eatbu.com/;http://www.instagram.com/lecroustillant_;No facebook;{'Monday': '09:00 - 17:00', 'Tuesday': '09:00 - 17:00', 'Wednesday': '20:00 - 23:00', 'Thursday': '20:00 - 23:00', 'Friday': '20:00 - 23:00', 'Saturday': '20:00 - 23:00', 'Sunday': '09:00 - 17:00'};https://www.happycow.net/reviews/le-croustillant-madrid-364981;0.0;Centro
Krümcoffee;C. de Vallehermoso, 33, Madrid, Spain, 28015;40.433126;-3.708978;1.0;4.0;['European'];1;No price range;+34-914450944;https://krumcoffee.com/;http://www.instagram.com/krum_0x100gluten;No facebook;{'Monday': '09:00 - 21:00', 'Tuesday': '09:00 - 21:00', 'Wednesday': '09:00 - 21:00', 'Thursday': '09:00 - 21:00', 'Friday': '09:00 - 21:00', 'Saturday': '09:00 - 21:00', 'Sunday': '09:00 - 21:00'};https://www.happycow.net/reviews/kruemcoffee-madrid-415241;6.0;Chamberi
Hola Coffee - Fourquet;Calle del Dr Fourquet, 33, Madrid, Spain, 28012;40.407021;-3.699083;1.0;5.0;['Spanish'];1;No price range;+34-910568263;http://hola.coffee/;http://www.instagram.com/holacoffee;No facebook;{'Monday': '08:00 - 20:00', 'Tuesday': '08:00 - 20:00', 'Wednesday': '08:00 - 20:00', 'Thursday': '08:00 - 20:00', 'Friday': '08:00 - 20:00', 'Saturday': '09:00 - 20:00', 'Sunday': '09:00 - 20:00'};https://www.happycow.net/reviews/hola-coffee-madrid-408702;0.0;Centro
Can Pizza Chamberí;43 Calle de Santa Engracia, Madrid, Spain, 28010;40.432597;-3.698006;3.0;3.5;['Italian'];0;Moderado;+34-914536930;https://canpizza.eu/;http://www.instagram.com/canpizzaoficial/;http://facebook.com/canpizzaoficial/;{'Monday': '13:00 - 16:00, 20:00 - 00:00', 'Tuesday': '13:00 - 16:00, 20:00 - 00:00', 'Wednesday': '13:00 - 16:00, 20:00 - 00:00', 'Thursday': '13:00 - 16:00, 20:00 - 00:00', 'Friday': '13:00 - 16:00, 20:00 - 01:00', 'Saturday': '13:00 - 16:00, 20:00 - 01:00', 'Sunday': '13:00 - 16:00, 20:00 - 00:00'};https://www.happycow.net/reviews/can-pizza-chamberi-madrid-368842;6.0;Chamberi
